ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE,REGISTRY_ID,FAC_NAME,FAC_STREET,FAC_CITY,FAC_STATE,FAC_ZIP,FAC_COUNTY,FAC_EPA_REGION,FAC_LAT,FAC_LONG,FAC_DERIVED_WBD,FAC_DERIVED_CD113,FAC_PERCENT_MINORITY,FAC_POP_DEN,DFR_URL
MAD981069701,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/16/2010,01/26/2011,02/07/2011,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,07/16/1992,01/12/1993,12/03/1992,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,08/14/2013,03/04/2014,03/16/2014,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,08/14/2013,03/04/2014,03/16/2014,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,08/14/2013,03/04/2014,03/16/2014,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,11/30/2007,02/11/2008,,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,262.A,Standards Applicable to Generators of HW: General,S  ,05/29/1990,08/20/1990,07/11/1990,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,09/16/2010,01/26/2011,02/07/2011,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,09/16/2010,01/26/2011,02/07/2011,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,262.A,Standards Applicable to Generators of HW: General,S  ,07/16/1992,01/12/1993,12/03/1992,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,09/28/2005,11/04/2005,,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,11/30/2007,02/11/2008,,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,09/16/2010,01/26/2011,02/07/2011,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,08/13/2018,03/26/2019,,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAD981069701,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,11/30/2007,02/11/2008,,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,1 NORFOLK AVE,SOUTH EASTON,MA,2375,BRISTOL,1,42.050641,-71.07300000000001,10900040103,4,31.595,1562.18,http://echo.epa.gov/detailed-facility-report?fid=110000882368
MAC300009297,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,10/23/2007,05/14/2008,04/25/2008,110046265000,EAST FREETOWN AUTO SALVAGE LLC,97 BRALEY RD,FREETOWN,MA,2717,BRISTOL,1,41.753809999999994,-70.96834,10900040202,4,6.5920000000000005,406.33,http://echo.epa.gov/detailed-facility-report?fid=110046265000
MAC300009297,MA,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,10/23/2007,05/14/2008,04/25/2008,110046265000,EAST FREETOWN AUTO SALVAGE LLC,97 BRALEY RD,FREETOWN,MA,2717,BRISTOL,1,41.753809999999994,-70.96834,10900040202,4,6.5920000000000005,406.33,http://echo.epa.gov/detailed-facility-report?fid=110046265000
MAC300009297,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,10/23/2007,05/14/2008,04/25/2008,110046265000,EAST FREETOWN AUTO SALVAGE LLC,97 BRALEY RD,FREETOWN,MA,2717,BRISTOL,1,41.753809999999994,-70.96834,10900040202,4,6.5920000000000005,406.33,http://echo.epa.gov/detailed-facility-report?fid=110046265000
MAC300009297,MA,262.A,Standards Applicable to Generators of HW: General,S  ,10/23/2007,05/14/2008,04/25/2008,110046265000,EAST FREETOWN AUTO SALVAGE LLC,97 BRALEY RD,FREETOWN,MA,2717,BRISTOL,1,41.753809999999994,-70.96834,10900040202,4,6.5920000000000005,406.33,http://echo.epa.gov/detailed-facility-report?fid=110046265000
MAC300009297,MA,279.C,Standards for Used Oil: Generators,S  ,10/23/2007,05/14/2008,04/25/2008,110046265000,EAST FREETOWN AUTO SALVAGE LLC,97 BRALEY RD,FREETOWN,MA,2717,BRISTOL,1,41.753809999999994,-70.96834,10900040202,4,6.5920000000000005,406.33,http://echo.epa.gov/detailed-facility-report?fid=110046265000
MAD985275932,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/12/1997,01/15/1998,01/12/1998,110001973785,CODEX CORP,360 FORBES BOULEVARD,MANSFIELD,MA,2048,BRISTOL,1,42.02169,-71.24104,10900040301,4,9.105,990.0,http://echo.epa.gov/detailed-facility-report?fid=110001973785
MAD985275932,MA,262.A,Standards Applicable to Generators of HW: General,S  ,12/12/1997,01/15/1998,01/12/1998,110001973785,CODEX CORP,360 FORBES BOULEVARD,MANSFIELD,MA,2048,BRISTOL,1,42.02169,-71.24104,10900040301,4,9.105,990.0,http://echo.epa.gov/detailed-facility-report?fid=110001973785
MAD981891468,MA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,04/08/2004,07/19/2004,06/15/2004,110008413387,HONDA VILLAGE INC,371 WASHINGTON ST,NEWTON,MA,2458,MIDDLESEX,1,42.356390000000005,-71.18868,10900010704,4,24.978,7909.12,http://echo.epa.gov/detailed-facility-report?fid=110008413387
MAD981891468,MA,262.A,Standards Applicable to Generators of HW: General,S  ,04/08/2004,07/19/2004,06/15/2004,110008413387,HONDA VILLAGE INC,371 WASHINGTON ST,NEWTON,MA,2458,MIDDLESEX,1,42.356390000000005,-71.18868,10900010704,4,24.978,7909.12,http://echo.epa.gov/detailed-facility-report?fid=110008413387
MAD981891468,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,04/08/2004,11/12/2004,06/15/2004,110008413387,HONDA VILLAGE INC,371 WASHINGTON ST,NEWTON,MA,2458,MIDDLESEX,1,42.356390000000005,-71.18868,10900010704,4,24.978,7909.12,http://echo.epa.gov/detailed-facility-report?fid=110008413387
MAD981891468,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,04/08/2004,07/19/2004,06/15/2004,110008413387,HONDA VILLAGE INC,371 WASHINGTON ST,NEWTON,MA,2458,MIDDLESEX,1,42.356390000000005,-71.18868,10900010704,4,24.978,7909.12,http://echo.epa.gov/detailed-facility-report?fid=110008413387
MAD981891468,MA,261.A,ID and Listing of HW: General,S  ,04/08/2004,11/12/2004,06/15/2004,110008413387,HONDA VILLAGE INC,371 WASHINGTON ST,NEWTON,MA,2458,MIDDLESEX,1,42.356390000000005,-71.18868,10900010704,4,24.978,7909.12,http://echo.epa.gov/detailed-facility-report?fid=110008413387
MAD985278407,MA,262.A,Standards Applicable to Generators of HW: General,S  ,07/31/1990,10/17/1990,,110017384409,CERAMICS PROCESS SYSTEMS CORP,155 FORTUNE BLVD,MILFORD,MA,1757,WORCESTER,1,42.15988,-71.50185,10900010601,4,14.904000000000002,1338.92,http://echo.epa.gov/detailed-facility-report?fid=110017384409
MAD985278407,MA,262.A,Standards Applicable to Generators of HW: General,S  ,07/31/1990,10/17/1990,09/14/1990,110017384409,CERAMICS PROCESS SYSTEMS CORP,155 FORTUNE BLVD,MILFORD,MA,1757,WORCESTER,1,42.15988,-71.50185,10900010601,4,14.904000000000002,1338.92,http://echo.epa.gov/detailed-facility-report?fid=110017384409
MAD985278407,MA,268.A,Land Disposal Restrictions: General,S  ,07/31/1990,10/04/1990,10/10/1990,110017384409,CERAMICS PROCESS SYSTEMS CORP,155 FORTUNE BLVD,MILFORD,MA,1757,WORCESTER,1,42.15988,-71.50185,10900010601,4,14.904000000000002,1338.92,http://echo.epa.gov/detailed-facility-report?fid=110017384409
MAD001010867,MA,262.A,Standards Applicable to Generators of HW: General,S  ,03/14/1986,01/08/1987,04/18/1986,110024376566,AD A DAY COMPANY,175 WEST WATER ST,TAUNTON,MA,2780,BRISTOL,1,41.88531,-71.09042,10900040804,4,17.307000000000002,1627.87,http://echo.epa.gov/detailed-facility-report?fid=110024376566
MAD001010867,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/14/1993,12/06/1993,07/05/1993,110024376566,AD A DAY COMPANY,175 WEST WATER ST,TAUNTON,MA,2780,BRISTOL,1,41.88531,-71.09042,10900040804,4,17.307000000000002,1627.87,http://echo.epa.gov/detailed-facility-report?fid=110024376566
MAD001010867,MA,262.A,Standards Applicable to Generators of HW: General,S  ,04/14/1993,12/06/1993,08/15/1993,110024376566,AD A DAY COMPANY,175 WEST WATER ST,TAUNTON,MA,2780,BRISTOL,1,41.88531,-71.09042,10900040804,4,17.307000000000002,1627.87,http://echo.epa.gov/detailed-facility-report?fid=110024376566
MAD001010867,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/23/2001,04/04/2001,04/09/2001,110024376566,AD A DAY COMPANY,175 WEST WATER ST,TAUNTON,MA,2780,BRISTOL,1,41.88531,-71.09042,10900040804,4,17.307000000000002,1627.87,http://echo.epa.gov/detailed-facility-report?fid=110024376566
MAD001010867,MA,262.A,Standards Applicable to Generators of HW: General,S  ,04/14/1993,12/06/1993,07/05/1993,110024376566,AD A DAY COMPANY,175 WEST WATER ST,TAUNTON,MA,2780,BRISTOL,1,41.88531,-71.09042,10900040804,4,17.307000000000002,1627.87,http://echo.epa.gov/detailed-facility-report?fid=110024376566
MAD981202831,MA,262.A,Standards Applicable to Generators of HW: General,S  ,05/22/1987,05/22/1992,,110003463680,GRANITE SUBARU INC,225 EAST MAIN ST,MILFORD,MA,1757,WORCESTER,1,42.15084,-71.49772,10900010601,4,14.895,1352.51,http://echo.epa.gov/detailed-facility-report?fid=110003463680
MAD981202831,MA,262.A,Standards Applicable to Generators of HW: General,S  ,05/22/1987,05/22/1992,06/19/1987,110003463680,GRANITE SUBARU INC,225 EAST MAIN ST,MILFORD,MA,1757,WORCESTER,1,42.15084,-71.49772,10900010601,4,14.895,1352.51,http://echo.epa.gov/detailed-facility-report?fid=110003463680
MAD985290733,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,06/15/2004,11/20/2009,09/13/2005,110003492060,WALMART 2021,36 PARAMOUNT DR,RAYNHAM,MA,2767,BRISTOL,1,41.9049,-71.03555,10900040204,4,14.339,1023.86,http://echo.epa.gov/detailed-facility-report?fid=110003492060
MAD985290733,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/15/2004,11/20/2009,09/13/2005,110003492060,WALMART 2021,36 PARAMOUNT DR,RAYNHAM,MA,2767,BRISTOL,1,41.9049,-71.03555,10900040204,4,14.339,1023.86,http://echo.epa.gov/detailed-facility-report?fid=110003492060
MAD985290733,MA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,06/15/2004,11/20/2009,09/13/2005,110003492060,WALMART 2021,36 PARAMOUNT DR,RAYNHAM,MA,2767,BRISTOL,1,41.9049,-71.03555,10900040204,4,14.339,1023.86,http://echo.epa.gov/detailed-facility-report?fid=110003492060
MAD019751874,MA,262.A,Standards Applicable to Generators of HW: General,S  ,03/01/1988,03/01/1993,07/11/1988,110008402727,BELLA CONSTRUCTION CORP,INDUSTRIAL RD,WRENTHAM,MA,2093,NORFOLK,1,42.076640000000005,-71.36053000000001,10900010602,4,7.0089999999999995,1018.69,http://echo.epa.gov/detailed-facility-report?fid=110008402727
MAD981211766,MA,262.A,Standards Applicable to Generators of HW: General,S  ,03/01/1988,03/01/1993,07/11/1988,110003467445,ABC AUTO BODY,753 PLEASANT ST,FALL RIVER,MA,2723,BRISTOL,1,41.69697,-71.14289000000001,10900040803,4,15.873,4518.68,http://echo.epa.gov/detailed-facility-report?fid=110003467445
MAD000844688,MA,262.A,Standards Applicable to Generators of HW: General,S  ,02/04/1986,02/24/1986,03/07/1986,110000795079,TENNESSEE GAS PIPELINE,54 WILSON STREET,HOPKINTON,MA,1748,MIDDLESEX,1,42.24708,-71.51735,10700050101,4,12.415,738.82,http://echo.epa.gov/detailed-facility-report?fid=110000795079
MAD000844688,MA,268.A,Land Disposal Restrictions: General,S  ,12/17/1991,04/13/1992,05/04/1992,110000795079,TENNESSEE GAS PIPELINE,54 WILSON STREET,HOPKINTON,MA,1748,MIDDLESEX,1,42.24708,-71.51735,10700050101,4,12.415,738.82,http://echo.epa.gov/detailed-facility-report?fid=110000795079
MAD000844688,MA,262.A,Standards Applicable to Generators of HW: General,S  ,12/17/1991,03/31/1992,,110000795079,TENNESSEE GAS PIPELINE,54 WILSON STREET,HOPKINTON,MA,1748,MIDDLESEX,1,42.24708,-71.51735,10700050101,4,12.415,738.82,http://echo.epa.gov/detailed-facility-report?fid=110000795079
MAD000844688,MA,262.A,Standards Applicable to Generators of HW: General,S  ,03/02/2002,08/08/2002,08/27/2002,110000795079,TENNESSEE GAS PIPELINE,54 WILSON STREET,HOPKINTON,MA,1748,MIDDLESEX,1,42.24708,-71.51735,10700050101,4,12.415,738.82,http://echo.epa.gov/detailed-facility-report?fid=110000795079
MAD000844688,MA,268.A,Land Disposal Restrictions: General,S  ,12/17/1991,04/13/1992,,110000795079,TENNESSEE GAS PIPELINE,54 WILSON STREET,HOPKINTON,MA,1748,MIDDLESEX,1,42.24708,-71.51735,10700050101,4,12.415,738.82,http://echo.epa.gov/detailed-facility-report?fid=110000795079
MAD088520838,MA,262.A,Standards Applicable to Generators of HW: General,S  ,03/29/2005,04/07/2005,04/19/2005,110003447066,CHARLIES TIRE & SERVICE CENTER INC,825 SOUTH MAIN ST,BELLINGHAM,MA,2019,NORFOLK,1,42.05359,-71.4845,10900030205,4,12.668,903.27,http://echo.epa.gov/detailed-facility-report?fid=110003447066
MAD181173907,MA,261.A,ID and Listing of HW: General,S  ,11/05/1996,01/06/1997,01/02/1997,110008408400,MUZI MOTORS,56 TV PLACE RTE 28,NEEDHAM,MA,2494,NORFOLK,1,42.302565,-71.229111,10900010703,4,17.124000000000002,3013.02,http://echo.epa.gov/detailed-facility-report?fid=110008408400
MAD181173907,MA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,11/05/1996,01/06/1997,01/02/1997,110008408400,MUZI MOTORS,56 TV PLACE RTE 28,NEEDHAM,MA,2494,NORFOLK,1,42.302565,-71.229111,10900010703,4,17.124000000000002,3013.02,http://echo.epa.gov/detailed-facility-report?fid=110008408400
MAD181173907,MA,262.A,Standards Applicable to Generators of HW: General,S  ,11/05/1996,01/06/1997,01/02/1997,110008408400,MUZI MOTORS,56 TV PLACE RTE 28,NEEDHAM,MA,2494,NORFOLK,1,42.302565,-71.229111,10900010703,4,17.124000000000002,3013.02,http://echo.epa.gov/detailed-facility-report?fid=110008408400
MAD181173907,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,11/05/1996,01/06/1997,01/02/1997,110008408400,MUZI MOTORS,56 TV PLACE RTE 28,NEEDHAM,MA,2494,NORFOLK,1,42.302565,-71.229111,10900010703,4,17.124000000000002,3013.02,http://echo.epa.gov/detailed-facility-report?fid=110008408400
MAD001060615,MA,262.A,Standards Applicable to Generators of HW: General,S  ,09/20/1991,02/27/1992,01/03/1992,110007256682,SHIPLEY CO INC,2300 WASHINGTON STREET,NEWTON,MA,2462,MIDDLESEX,1,42.325990000000004,-71.25569,10900010703,4,19.43,3175.41,http://echo.epa.gov/detailed-facility-report?fid=110007256682
MAD001060615,MA,262.A,Standards Applicable to Generators of HW: General,S  ,07/12/1989,10/05/1989,08/14/1989,110007256682,SHIPLEY CO INC,2300 WASHINGTON STREET,NEWTON,MA,2462,MIDDLESEX,1,42.325990000000004,-71.25569,10900010703,4,19.43,3175.41,http://echo.epa.gov/detailed-facility-report?fid=110007256682
MAD001060615,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/23/1992,11/23/1997,01/25/1993,110007256682,SHIPLEY CO INC,2300 WASHINGTON STREET,NEWTON,MA,2462,MIDDLESEX,1,42.325990000000004,-71.25569,10900010703,4,19.43,3175.41,http://echo.epa.gov/detailed-facility-report?fid=110007256682
MAD001060615,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/27/1992,11/23/1992,10/09/1992,110007256682,SHIPLEY CO INC,2300 WASHINGTON STREET,NEWTON,MA,2462,MIDDLESEX,1,42.325990000000004,-71.25569,10900010703,4,19.43,3175.41,http://echo.epa.gov/detailed-facility-report?fid=110007256682
MAD001060615,MA,262.A,Standards Applicable to Generators of HW: General,S  ,09/20/1991,11/23/1992,01/03/1992,110007256682,SHIPLEY CO INC,2300 WASHINGTON STREET,NEWTON,MA,2462,MIDDLESEX,1,42.325990000000004,-71.25569,10900010703,4,19.43,3175.41,http://echo.epa.gov/detailed-facility-report?fid=110007256682
MAD001060615,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/27/1992,02/27/1992,,110007256682,SHIPLEY CO INC,2300 WASHINGTON STREET,NEWTON,MA,2462,MIDDLESEX,1,42.325990000000004,-71.25569,10900010703,4,19.43,3175.41,http://echo.epa.gov/detailed-facility-report?fid=110007256682
MAD001060615,MA,262.A,Standards Applicable to Generators of HW: General,S  ,09/20/1991,11/23/1992,,110007256682,SHIPLEY CO INC,2300 WASHINGTON STREET,NEWTON,MA,2462,MIDDLESEX,1,42.325990000000004,-71.25569,10900010703,4,19.43,3175.41,http://echo.epa.gov/detailed-facility-report?fid=110007256682
MAD001192376,MA,262.A,Standards Applicable to Generators of HW: General,S  ,03/06/1997,06/23/1997,06/23/1997,110000311564,KREW INC,101 DUNHAM ST.,ATTLEBORO,MA,2703,BRISTOL,1,41.940928,-71.275024,10900040401,4,15.08,1418.61,http://echo.epa.gov/detailed-facility-report?fid=110000311564
MAD001192376,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/06/1997,06/23/1997,06/23/1997,110000311564,KREW INC,101 DUNHAM ST.,ATTLEBORO,MA,2703,BRISTOL,1,41.940928,-71.275024,10900040401,4,15.08,1418.61,http://echo.epa.gov/detailed-facility-report?fid=110000311564
MAD985278308,MA,262.A,Standards Applicable to Generators of HW: General,E  ,03/30/1994,09/30/1994,09/30/1994,110008417187,MA HIGHWAY DEPT FACILITY,93 WORCESTER ST,WELLESLEY,MA,2481,NORFOLK,1,42.3164,-71.23746,10900010703,4,17.303,3432.45,http://echo.epa.gov/detailed-facility-report?fid=110008417187
MAD985278308,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,E  ,03/30/1994,12/02/1994,11/30/1994,110008417187,MA HIGHWAY DEPT FACILITY,93 WORCESTER ST,WELLESLEY,MA,2481,NORFOLK,1,42.3164,-71.23746,10900010703,4,17.303,3432.45,http://echo.epa.gov/detailed-facility-report?fid=110008417187
MAD985278308,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,E  ,03/30/1994,12/29/1994,12/30/1994,110008417187,MA HIGHWAY DEPT FACILITY,93 WORCESTER ST,WELLESLEY,MA,2481,NORFOLK,1,42.3164,-71.23746,10900010703,4,17.303,3432.45,http://echo.epa.gov/detailed-facility-report?fid=110008417187
MAD985278308,MA,262.A,Standards Applicable to Generators of HW: General,E  ,03/30/1994,03/30/1999,12/29/1995,110008417187,MA HIGHWAY DEPT FACILITY,93 WORCESTER ST,WELLESLEY,MA,2481,NORFOLK,1,42.3164,-71.23746,10900010703,4,17.303,3432.45,http://echo.epa.gov/detailed-facility-report?fid=110008417187
MAD985278308,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,E  ,03/30/1994,10/17/1994,10/30/1994,110008417187,MA HIGHWAY DEPT FACILITY,93 WORCESTER ST,WELLESLEY,MA,2481,NORFOLK,1,42.3164,-71.23746,10900010703,4,17.303,3432.45,http://echo.epa.gov/detailed-facility-report?fid=110008417187
MAD985278308,MA,262.A,Standards Applicable to Generators of HW: General,E  ,03/30/1994,12/29/1994,12/30/1994,110008417187,MA HIGHWAY DEPT FACILITY,93 WORCESTER ST,WELLESLEY,MA,2481,NORFOLK,1,42.3164,-71.23746,10900010703,4,17.303,3432.45,http://echo.epa.gov/detailed-facility-report?fid=110008417187
MAD049434715,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/09/1993,10/17/1994,,110001942257,CHELSEA DRUM COMPANY,300 BEAVER ST,FRANKLIN,MA,2038,NORFOLK,1,42.08508,-71.41311999999999,10900010601,4,8.499,1080.14,http://echo.epa.gov/detailed-facility-report?fid=110001942257
MAD049434715,MA,262.A,Standards Applicable to Generators of HW: General,S  ,03/09/1993,10/17/1994,,110001942257,CHELSEA DRUM COMPANY,300 BEAVER ST,FRANKLIN,MA,2038,NORFOLK,1,42.08508,-71.41311999999999,10900010601,4,8.499,1080.14,http://echo.epa.gov/detailed-facility-report?fid=110001942257
MAD049434715,MA,262.A,Standards Applicable to Generators of HW: General,S  ,09/27/2006,11/15/2006,11/16/2006,110001942257,CHELSEA DRUM COMPANY,300 BEAVER ST,FRANKLIN,MA,2038,NORFOLK,1,42.08508,-71.41311999999999,10900010601,4,8.499,1080.14,http://echo.epa.gov/detailed-facility-report?fid=110001942257
MAD049434715,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/27/2006,01/25/2007,11/16/2006,110001942257,CHELSEA DRUM COMPANY,300 BEAVER ST,FRANKLIN,MA,2038,NORFOLK,1,42.08508,-71.41311999999999,10900010601,4,8.499,1080.14,http://echo.epa.gov/detailed-facility-report?fid=110001942257
MAD099198525,MA,262.A,Standards Applicable to Generators of HW: General,S  ,02/02/1987,02/02/1992,03/19/1987,110003449251,CRYSTAL CLEANERS,700 SOUTH MAIN ST,SHARON,MA,2067,NORFOLK,1,42.09537,-71.22072,10900040302,4,13.411,893.51,http://echo.epa.gov/detailed-facility-report?fid=110003449251
MAD092189109,MA,262.A,Standards Applicable to Generators of HW: General,S  ,05/29/1985,12/01/1990,06/29/1985,110008407189,C&D POWER SYSTEMS,95 HAMPTON AVE,NEEDHAM,MA,2494,NORFOLK,1,42.30733,-71.22908000000001,10900010703,4,17.158,3199.06,http://echo.epa.gov/detailed-facility-report?fid=110008407189
MAC300006947,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,08/19/2013,08/22/2013,,110024314213,HUTCHINSON AEROSPACE & INDUSTRY INC,82 SOUTH ST,HOPKINTON,MA,1748,MIDDLESEX,1,42.200818,-71.546927,10900030205,4,9.725,716.49,http://echo.epa.gov/detailed-facility-report?fid=110024314213
MAC300006947,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,08/19/2013,08/22/2013,,110024314213,HUTCHINSON AEROSPACE & INDUSTRY INC,82 SOUTH ST,HOPKINTON,MA,1748,MIDDLESEX,1,42.200818,-71.546927,10900030205,4,9.725,716.49,http://echo.epa.gov/detailed-facility-report?fid=110024314213
